ID,Jogador,Nação,Pos,Equipe,Idade,Nascimento,Jogos,Inícios,Minutos,90s,Gols,Assist,G+A,Gnormal,PC,PB,CartaoA,CartaoV,xG,xGnormal,xG+A,xGnormal+xG+A,PrgCarregadas,PrgPasses,PrgPassesPrgRecebidos,Gols90,Assis.90,G+A90,G-PB90,G+A-PB90,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,PassesTotaisConcluidos,PassesTotaisTentados,%ConclusãoDePasses,DistTotalPasses,DistTotalProgressivos,PassesConcluidosCurto,PassesTentadosCurto,%PassesConclusaoCurto,PassesConcluidosMedio,PassesTentadosMedio,%PassesConclusaoMedio,PassesConcluidosLongo,PassesTentadosLongo,%PassesConclusaoLongo,TotalChutes,ChutesAGol,%ChutesNoGol,TotalChutes/90,TotalAcertos/90,Gols/Chutes,Gols/ChuteaGol,DistanciaChute,CobrancaFalta,BotesDefensivos,AssumiuPosse,Confrontos_1ter,Confrontos_2ter,Confrontos_3ter,Desarme,%DesarmesCertos,DesarmeErrado,ChutesBloqueados,PassesBloqueados,Cortes,Interceptacoes,Def,Erros
612,Pedro Rocha Neves,BRA,Atacante,Fortaleza,28.0,1994.0,3.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,6.0,8.0,75.0,80.0,27.0,3.0,4.0,75.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
614,Rodrigo,BRA,Atacante,São Paulo,18.0,2004.0,11.0,1.0,232.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,13.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,109.0,151.0,72.2,1417.0,324.0,71.0,84.0,84.5,27.0,38.0,71.1,5.0,10.0,50.0,3.0,1.0,33.3,1.16,0.39,0.0,0.0,19.6,0.0,3.0,3.0,1.0,2.0,0.0,2.0,22.2,7.0,0.0,2.0,3.0,6.0,4.0,0.0
615,James Rodríguez,COL,Atacante,São Paulo,31.0,1991.0,12.0,9.0,635.0,7.1,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.7,1.2,1.9,12.0,65.0,44.0,0.14,0.28,0.43,0.14,0.43,0.28,0.17,0.46,0.09,0.27,402.0,486.0,82.7,6766.0,1931.0,213.0,230.0,92.6,130.0,148.0,87.8,46.0,79.0,58.2,14.0,3.0,21.4,1.98,0.43,0.07,0.33,27.3,6.0,8.0,5.0,0.0,4.0,4.0,5.0,45.5,6.0,0.0,3.0,0.0,8.0,1.0,0.0
617,Matías Rojas,PAR,Atacante,Corinthians,27.0,1995.0,15.0,7.0,634.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,1.0,1.8,13.0,30.0,27.0,0.0,0.14,0.14,0.0,0.14,0.11,0.14,0.26,0.11,0.26,248.0,342.0,72.5,4179.0,1278.0,135.0,159.0,84.9,71.0,93.0,76.3,31.0,65.0,47.7,23.0,8.0,34.8,3.26,1.14,0.0,0.0,32.3,6.0,7.0,4.0,1.0,5.0,1.0,3.0,30.0,7.0,1.0,6.0,1.0,8.0,4.0,0.0
618,Romarinho,BRA,Atacante,Fortaleza,28.0,1994.0,11.0,2.0,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.9,1.5,21.0,18.0,30.0,0.0,0.0,0.0,0.0,0.0,0.17,0.29,0.46,0.17,0.46,129.0,160.0,80.6,1949.0,402.0,78.0,87.0,89.7,36.0,44.0,81.8,10.0,12.0,83.3,8.0,3.0,37.5,2.5,0.94,0.0,0.0,18.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0
619,Ángel Romero,PAR,Atacante,Corinthians,30.0,1992.0,22.0,13.0,1196.0,13.3,8.0,1.0,9.0,8.0,0.0,0.0,2.0,0.0,3.8,3.8,2.6,6.4,41.0,49.0,131.0,0.6,0.08,0.68,0.6,0.68,0.29,0.2,0.48,0.29,0.48,352.0,493.0,71.4,5018.0,1452.0,208.0,245.0,84.9,110.0,155.0,71.0,17.0,36.0,47.2,24.0,11.0,45.8,1.81,0.83,0.33,0.73,15.2,0.0,26.0,14.0,13.0,11.0,2.0,16.0,40.0,24.0,0.0,14.0,5.0,31.0,17.0,0.0
620,Silvio Romero,ARG,Atacante,Fortaleza,34.0,1988.0,17.0,3.0,398.0,4.4,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,1.2,2.7,3.0,5.0,27.0,0.45,0.23,0.68,0.45,0.68,0.36,0.26,0.62,0.36,0.62,54.0,81.0,66.7,771.0,155.0,33.0,43.0,76.7,12.0,20.0,60.0,4.0,6.0,66.7,10.0,4.0,40.0,2.26,0.9,0.2,0.5,12.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,33.3,2.0,0.0,3.0,0.0,2.0,4.0,0.0
621,Rômulo,BRA,Atacante,Ath Paranaense,20.0,2002.0,18.0,5.0,509.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,0.1,1.6,13.0,11.0,39.0,0.0,0.0,0.0,0.0,0.0,0.27,0.02,0.29,0.27,0.29,131.0,192.0,68.2,1821.0,449.0,85.0,105.0,81.0,35.0,50.0,70.0,5.0,12.0,41.7,12.0,3.0,25.0,2.12,0.53,0.0,0.0,15.4,0.0,15.0,8.0,5.0,8.0,2.0,5.0,31.3,11.0,0.0,5.0,5.0,20.0,8.0,0.0
626,Lucas Ronier,BRA,Atacante,Coritiba,18.0,2004.0,2.0,0.0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,73.3,377.0,102.0,10.0,12.0,83.3,9.0,12.0,75.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
627,Rony,BRA,Atacante,Palmeiras,27.0,1995.0,30.0,19.0,1639.0,18.2,5.0,0.0,5.0,5.0,0.0,0.0,3.0,0.0,6.1,6.1,1.6,7.7,17.0,11.0,99.0,0.27,0.0,0.27,0.27,0.27,0.34,0.09,0.42,0.34,0.42,179.0,253.0,70.8,2564.0,452.0,114.0,146.0,78.1,44.0,62.0,71.0,13.0,19.0,68.4,51.0,18.0,35.3,2.8,0.99,0.1,0.28,13.1,1.0,9.0,8.0,3.0,5.0,1.0,2.0,20.0,8.0,1.0,7.0,2.0,11.0,12.0,0.0
628,Vitor Roque,BRA,Atacante,Ath Paranaense,17.0,2005.0,25.0,19.0,1714.0,19.0,12.0,3.0,15.0,12.0,0.0,0.0,6.0,0.0,8.8,8.8,1.2,10.0,40.0,22.0,111.0,0.63,0.16,0.79,0.63,0.79,0.46,0.06,0.53,0.46,0.53,195.0,267.0,73.0,2515.0,390.0,128.0,158.0,81.0,49.0,59.0,83.1,4.0,9.0,44.4,51.0,23.0,45.1,2.68,1.21,0.24,0.52,14.0,0.0,19.0,10.0,8.0,8.0,3.0,7.0,38.9,11.0,2.0,10.0,2.0,21.0,2.0,0.0
630,Rossi,BRA,Atacante,Vasco da Gama,29.0,1993.0,9.0,4.0,397.0,4.4,1.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8,1.8,6.0,21.0,48.0,0.23,0.91,1.13,0.23,1.13,0.21,0.18,0.39,0.21,0.39,101.0,175.0,57.7,1602.0,712.0,50.0,61.0,82.0,38.0,67.0,56.7,8.0,25.0,32.0,2.0,1.0,50.0,0.45,0.23,0.5,1.0,9.3,0.0,4.0,2.0,2.0,2.0,0.0,3.0,60.0,2.0,0.0,3.0,4.0,8.0,3.0,0.0
633,Daniel Ruiz Rivera,COL,Atacante,Santos,21.0,2001.0,9.0,2.0,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,5.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.04,0.17,0.21,0.04,0.21,68.0,104.0,65.4,1211.0,401.0,34.0,41.0,82.9,17.0,24.0,70.8,13.0,22.0,59.1,2.0,0.0,0.0,0.73,0.0,0.0,0.0,23.1,1.0,7.0,3.0,3.0,2.0,2.0,4.0,50.0,4.0,0.0,4.0,1.0,8.0,1.0,0.0
634,Rwan,BRA,Atacante,Vasco da Gama,21.0,2001.0,2.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,8.0,10.0,80.0,107.0,37.0,6.0,7.0,85.7,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,2.65,0.0,0.0,0.0,21.7,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
635,João Victor Santos Sá,BRA,Atacante,Botafogo (RJ),28.0,1994.0,33.0,27.0,2127.0,23.6,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,5.0,5.0,1.9,6.9,73.0,42.0,226.0,0.17,0.17,0.34,0.17,0.34,0.21,0.08,0.29,0.21,0.29,581.0,726.0,80.0,8702.0,1818.0,329.0,379.0,86.8,203.0,245.0,82.9,32.0,47.0,68.1,47.0,20.0,42.6,1.99,0.85,0.09,0.2,18.5,0.0,62.0,37.0,19.0,33.0,10.0,30.0,45.5,36.0,6.0,22.0,30.0,92.0,17.0,0.0
636,Arthur Sales,BRA,Atacante,Bahia,20.0,2002.0,9.0,2.0,290.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.3,1.2,4.0,7.0,27.0,0.31,0.0,0.31,0.31,0.31,0.28,0.08,0.37,0.28,0.37,97.0,124.0,78.2,1271.0,229.0,63.0,69.0,91.3,26.0,36.0,72.2,4.0,6.0,66.7,7.0,3.0,42.9,2.17,0.93,0.14,0.33,15.6,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0
643,Ademir Santos,BRA,Atacante,Bahia,27.0,1995.0,33.0,19.0,1740.0,19.3,6.0,1.0,7.0,6.0,0.0,0.0,6.0,0.0,8.1,8.1,2.1,10.2,83.0,74.0,182.0,0.31,0.05,0.36,0.31,0.36,0.42,0.11,0.53,0.42,0.53,415.0,610.0,68.0,6747.0,2162.0,223.0,274.0,81.4,132.0,180.0,73.3,43.0,90.0,47.8,43.0,16.0,37.2,2.22,0.83,0.14,0.38,17.1,1.0,32.0,20.0,6.0,16.0,10.0,13.0,35.1,24.0,1.0,16.0,8.0,40.0,3.0,0.0
649,Juan Santos,BRA,Atacante,São Paulo,20.0,2002.0,27.0,13.0,1279.0,14.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.7,2.7,2.0,4.7,32.0,25.0,124.0,0.07,0.07,0.14,0.07,0.14,0.19,0.14,0.33,0.19,0.33,244.0,324.0,75.3,3187.0,728.0,152.0,180.0,84.4,66.0,95.0,69.5,9.0,12.0,75.0,18.0,8.0,44.4,1.27,0.56,0.06,0.13,13.2,0.0,19.0,14.0,9.0,9.0,1.0,6.0,46.2,7.0,2.0,10.0,6.0,25.0,13.0,0.0
650,Júnior Santos,BRA,Atacante,Botafogo (RJ),28.0,1994.0,37.0,30.0,2163.0,24.0,7.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,6.6,6.6,2.3,8.9,121.0,48.0,207.0,0.29,0.04,0.33,0.29,0.33,0.28,0.09,0.37,0.28,0.37,534.0,730.0,73.2,7758.0,1651.0,325.0,387.0,84.0,164.0,224.0,73.2,29.0,53.0,54.7,69.0,21.0,30.4,2.87,0.87,0.1,0.33,18.2,1.0,37.0,24.0,16.0,13.0,8.0,18.0,54.5,15.0,5.0,28.0,12.0,49.0,21.0,1.0
651,Kauan Santos,BRA,Atacante,Palmeiras,18.0,2004.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.75,1.75,1.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,Matheus Santos,BRA,Atacante,Goiás,24.0,1998.0,7.0,1.0,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,6.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.11,0.09,0.11,50.0,70.0,71.4,714.0,176.0,28.0,30.0,93.3,15.0,20.0,75.0,3.0,8.0,37.5,4.0,0.0,0.0,1.85,0.0,0.0,0.0,21.4,0.0,2.0,1.0,1.0,1.0,0.0,1.0,11.1,8.0,1.0,0.0,1.0,3.0,1.0,0.0
654,Pedrinho Santos,BRA,Atacante,Corinthians,16.0,2006.0,15.0,7.0,618.0,6.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.1,1.1,0.2,1.3,26.0,21.0,52.0,0.15,0.0,0.15,0.15,0.15,0.16,0.03,0.19,0.16,0.19,163.0,222.0,73.4,2458.0,660.0,93.0,112.0,83.0,62.0,78.0,79.5,6.0,12.0,50.0,9.0,5.0,55.6,1.31,0.73,0.11,0.2,13.3,0.0,9.0,4.0,7.0,2.0,0.0,6.0,42.9,8.0,2.0,4.0,5.0,14.0,3.0,0.0
656,Eduardo Sasha,BRA,Atacante,Bragantino,30.0,1992.0,33.0,31.0,2229.0,24.8,11.0,3.0,14.0,8.0,3.0,3.0,3.0,0.0,11.4,9.0,4.3,13.3,23.0,82.0,141.0,0.44,0.12,0.57,0.32,0.44,0.46,0.17,0.63,0.37,0.54,507.0,693.0,73.2,7709.0,1484.0,275.0,338.0,81.4,162.0,214.0,75.7,41.0,62.0,66.1,62.0,23.0,37.1,2.5,0.93,0.13,0.35,16.2,0.0,15.0,5.0,1.0,11.0,3.0,4.0,33.3,8.0,2.0,6.0,10.0,25.0,15.0,0.0
658,Gustavo Sauer,BRA,Atacante,Botafogo (RJ),29.0,1993.0,6.0,4.0,258.0,2.9,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.7,5.0,13.0,18.0,0.7,0.35,1.05,0.7,1.05,0.09,0.15,0.24,0.09,0.24,72.0,91.0,79.1,1108.0,328.0,42.0,46.0,91.3,23.0,26.0,88.5,4.0,11.0,36.4,5.0,2.0,40.0,1.74,0.7,0.4,1.0,19.7,0.0,6.0,4.0,2.0,1.0,3.0,4.0,36.4,7.0,1.0,1.0,3.0,9.0,1.0,0.0
661,Matias Segovia,PAR,Atacante,Botafogo (RJ),20.0,2003.0,21.0,2.0,651.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.9,0.9,1.5,2.4,43.0,33.0,74.0,0.0,0.14,0.14,0.0,0.14,0.12,0.21,0.33,0.12,0.33,253.0,328.0,77.1,4183.0,1072.0,139.0,159.0,87.4,80.0,108.0,74.1,25.0,41.0,61.0,11.0,4.0,36.4,1.52,0.55,0.0,0.0,22.5,1.0,22.0,18.0,11.0,11.0,0.0,16.0,48.5,17.0,1.0,3.0,8.0,30.0,7.0,0.0
664,Gabriel Silva,BRA,Atacante,Coritiba,20.0,2002.0,4.0,1.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,16.0,22.0,72.7,216.0,60.0,10.0,15.0,66.7,3.0,3.0,100.0,1.0,1.0,100.0,3.0,0.0,0.0,2.97,0.0,0.0,0.0,21.7,0.0,3.0,2.0,0.0,3.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
669,Wellington Silva,BRA,Atacante,Cuiabá,30.0,1993.0,29.0,13.0,1336.0,14.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.7,3.6,64.0,49.0,109.0,0.07,0.13,0.2,0.07,0.2,0.06,0.18,0.24,0.06,0.24,317.0,409.0,77.5,5200.0,1272.0,169.0,195.0,86.7,119.0,148.0,80.4,23.0,39.0,59.0,20.0,6.0,30.0,1.35,0.4,0.05,0.17,18.3,0.0,23.0,15.0,10.0,8.0,5.0,12.0,40.0,18.0,0.0,19.0,6.0,29.0,8.0,0.0
670,Maximiliano Silvera,URU,Atacante,Santos,25.0,1997.0,12.0,3.0,448.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.5,2.5,0.3,2.9,10.0,10.0,36.0,0.2,0.2,0.4,0.2,0.4,0.51,0.06,0.57,0.51,0.57,94.0,124.0,75.8,1197.0,188.0,60.0,70.0,85.7,25.0,35.0,71.4,2.0,5.0,40.0,13.0,8.0,61.5,2.61,1.61,0.08,0.13,14.4,0.0,10.0,8.0,2.0,8.0,0.0,3.0,37.5,5.0,0.0,8.0,1.0,11.0,2.0,0.0
673,Islam Slimani,ALG,Atacante,Coritiba,34.0,1988.0,11.0,10.0,817.0,9.1,3.0,2.0,5.0,3.0,0.0,0.0,2.0,1.0,2.2,2.2,1.3,3.5,3.0,12.0,40.0,0.33,0.22,0.55,0.33,0.55,0.24,0.14,0.39,0.24,0.39,157.0,216.0,72.7,2028.0,244.0,98.0,121.0,81.0,40.0,58.0,69.0,6.0,12.0,50.0,18.0,8.0,44.4,1.98,0.88,0.17,0.38,12.8,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,5.0,0.0,2.0,14.0,0.0
674,Everton Soares,BRA,Atacante,Flamengo,26.0,1996.0,33.0,21.0,1741.0,19.3,4.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,3.3,3.3,3.7,7.0,85.0,75.0,217.0,0.21,0.26,0.47,0.21,0.47,0.17,0.19,0.36,0.17,0.36,540.0,701.0,77.0,7969.0,1841.0,319.0,355.0,89.9,188.0,233.0,80.7,20.0,70.0,28.6,55.0,25.0,45.5,2.84,1.29,0.07,0.16,18.8,3.0,32.0,22.0,8.0,10.0,14.0,12.0,36.4,21.0,6.0,20.0,11.0,43.0,11.0,0.0
675,Tiquinho Soares,BRA,Atacante,Botafogo (RJ),32.0,1991.0,33.0,30.0,2436.0,27.1,17.0,4.0,21.0,12.0,5.0,7.0,10.0,0.0,13.1,7.6,2.7,10.3,25.0,52.0,152.0,0.63,0.15,0.78,0.44,0.59,0.49,0.1,0.58,0.28,0.38,476.0,672.0,70.8,7459.0,1347.0,267.0,355.0,75.2,139.0,184.0,75.5,43.0,61.0,70.5,76.0,24.0,31.6,2.81,0.89,0.16,0.5,17.5,1.0,18.0,10.0,3.0,8.0,7.0,9.0,47.4,10.0,3.0,12.0,3.0,21.0,29.0,0.0
677,Yeferson Soteldo,VEN,Atacante,Santos,25.0,1997.0,22.0,17.0,1556.0,17.3,1.0,6.0,7.0,1.0,0.0,0.0,5.0,2.0,2.0,2.0,5.7,7.7,120.0,77.0,157.0,0.06,0.35,0.4,0.06,0.4,0.12,0.33,0.44,0.12,0.44,442.0,607.0,72.8,6888.0,2093.0,237.0,278.0,85.3,157.0,206.0,76.2,34.0,69.0,49.3,30.0,11.0,36.7,1.74,0.64,0.03,0.09,21.0,6.0,16.0,9.0,5.0,9.0,2.0,5.0,31.3,11.0,0.0,10.0,6.0,22.0,7.0,0.0
679,Everaldo Stum,BRA,Atacante,Bahia,31.0,1991.0,33.0,25.0,2178.0,24.2,9.0,1.0,10.0,7.0,2.0,2.0,6.0,0.0,6.8,5.2,2.5,7.7,36.0,56.0,138.0,0.37,0.04,0.41,0.29,0.33,0.28,0.1,0.38,0.21,0.32,296.0,473.0,62.6,4271.0,1048.0,173.0,250.0,69.2,96.0,142.0,67.6,15.0,33.0,45.5,57.0,22.0,38.6,2.36,0.91,0.12,0.32,15.3,0.0,11.0,8.0,2.0,5.0,4.0,5.0,45.5,6.0,2.0,8.0,2.0,13.0,16.0,0.0
680,Luis Suárez,URU,Atacante,Grêmio,36.0,1987.0,33.0,33.0,2877.0,32.0,17.0,11.0,28.0,16.0,1.0,2.0,8.0,0.0,13.8,12.2,6.0,18.2,36.0,107.0,300.0,0.53,0.34,0.88,0.5,0.84,0.43,0.19,0.62,0.38,0.57,762.0,1091.0,69.8,10726.0,2614.0,461.0,605.0,76.2,209.0,288.0,72.6,42.0,70.0,60.0,126.0,54.0,42.9,3.94,1.69,0.13,0.3,17.6,12.0,10.0,5.0,2.0,2.0,6.0,4.0,20.0,16.0,2.0,7.0,4.0,14.0,5.0,0.0
681,Bruno Tabata,BRA,Atacante,Palmeiras,25.0,1997.0,5.0,1.0,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,6.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.28,0.05,0.33,0.28,0.33,51.0,72.0,70.8,818.0,225.0,29.0,33.0,87.9,17.0,23.0,73.9,3.0,8.0,37.5,4.0,0.0,0.0,2.9,0.0,0.0,0.0,17.7,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0
683,Talisson,BRA,Atacante,Bragantino,20.0,2002.0,7.0,1.0,151.0,1.7,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.3,9.0,5.0,11.0,1.79,0.0,1.79,1.79,1.79,0.78,0.0,0.78,0.78,0.78,19.0,33.0,57.6,185.0,77.0,17.0,23.0,73.9,1.0,1.0,100.0,0.0,4.0,0.0,6.0,4.0,66.7,3.58,2.38,0.5,0.75,15.9,0.0,4.0,1.0,2.0,1.0,1.0,2.0,100.0,0.0,1.0,1.0,2.0,6.0,2.0,0.0
685,Alex Teixeira,BRA,Atacante,Vasco da Gama,33.0,1990.0,22.0,13.0,1131.0,12.6,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,3.1,3.1,1.6,4.7,27.0,28.0,59.0,0.08,0.24,0.32,0.08,0.32,0.25,0.13,0.37,0.25,0.37,251.0,306.0,82.0,3563.0,767.0,145.0,160.0,90.6,79.0,95.0,83.2,12.0,24.0,50.0,24.0,7.0,29.2,1.91,0.56,0.04,0.14,15.2,0.0,9.0,6.0,2.0,6.0,1.0,2.0,50.0,2.0,0.0,5.0,1.0,10.0,4.0,0.0
686,David Terans,URU,Atacante,Ath Paranaense,28.0,1994.0,9.0,5.0,393.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.3,1.2,5.0,12.0,32.0,0.0,0.0,0.0,0.0,0.0,0.2,0.08,0.28,0.2,0.28,102.0,139.0,73.4,1928.0,595.0,51.0,56.0,91.1,29.0,37.0,78.4,20.0,37.0,54.1,12.0,2.0,16.7,2.75,0.46,0.0,0.0,27.5,1.0,3.0,1.0,0.0,2.0,1.0,1.0,20.0,4.0,0.0,4.0,1.0,4.0,0.0,0.0
687,Miguel Terceros,BOL,Atacante,Santos,18.0,2004.0,2.0,0.0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.34,0.4,0.06,0.4,15.0,18.0,83.3,234.0,47.0,9.0,10.0,90.0,4.0,4.0,100.0,2.0,3.0,66.7,1.0,0.0,0.0,2.65,0.0,0.0,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
688,Thaciano,BRA,Atacante,Bahia,27.0,1995.0,35.0,35.0,2887.0,32.1,6.0,6.0,12.0,4.0,2.0,2.0,4.0,0.0,9.4,7.8,2.4,10.2,31.0,112.0,125.0,0.19,0.19,0.37,0.12,0.31,0.29,0.07,0.37,0.24,0.32,880.0,1083.0,81.3,15190.0,3683.0,394.0,465.0,84.7,366.0,436.0,83.9,87.0,116.0,75.0,64.0,16.0,25.0,2.0,0.5,0.06,0.25,17.3,0.0,49.0,25.0,15.0,28.0,6.0,24.0,43.6,31.0,8.0,33.0,26.0,75.0,27.0,0.0
689,Thiago,BRA,Atacante,Ath Paranaense,22.0,2000.0,10.0,2.0,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,4.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,69.0,82.0,84.1,1047.0,170.0,32.0,38.0,84.2,31.0,33.0,93.9,4.0,5.0,80.0,4.0,1.0,25.0,1.61,0.4,0.0,0.0,17.7,0.0,5.0,3.0,3.0,2.0,0.0,3.0,42.9,4.0,0.0,1.0,1.0,6.0,0.0,0.0
692,Stênio Toledo,BRA,Atacante,Cruzeiro,19.0,2003.0,13.0,2.0,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.4,13.0,7.0,44.0,0.0,0.0,0.0,0.0,0.0,0.31,0.13,0.44,0.31,0.44,87.0,116.0,75.0,1204.0,256.0,61.0,73.0,83.6,24.0,31.0,77.4,1.0,3.0,33.3,7.0,4.0,57.1,2.16,1.23,0.0,0.0,15.5,0.0,7.0,7.0,3.0,4.0,0.0,2.0,66.7,1.0,0.0,2.0,3.0,10.0,1.0,0.0
696,Enner Valencia,ECU,Atacante,Internacional,33.0,1989.0,22.0,18.0,1442.0,16.0,9.0,1.0,10.0,8.0,1.0,2.0,4.0,0.0,9.0,7.3,1.0,8.3,44.0,16.0,147.0,0.56,0.06,0.62,0.5,0.56,0.56,0.06,0.63,0.46,0.52,197.0,273.0,72.2,2758.0,370.0,118.0,147.0,80.3,55.0,78.0,70.5,13.0,18.0,72.2,52.0,24.0,46.2,3.25,1.5,0.15,0.33,15.0,3.0,4.0,3.0,1.0,3.0,0.0,0.0,0.0,4.0,2.0,5.0,2.0,6.0,10.0,0.0
698,Rodrigo Varanda,BRA,Atacante,América (MG),20.0,2003.0,12.0,4.0,516.0,5.7,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,1.2,2.8,18.0,20.0,40.0,0.35,0.17,0.52,0.35,0.52,0.28,0.21,0.49,0.28,0.49,136.0,173.0,78.6,1767.0,505.0,81.0,90.0,90.0,38.0,52.0,73.1,4.0,8.0,50.0,19.0,8.0,42.1,3.31,1.4,0.11,0.25,19.0,0.0,8.0,5.0,3.0,2.0,3.0,4.0,26.7,11.0,0.0,9.0,0.0,8.0,5.0,0.0
