ID,Jogador,Nação,Pos,Equipe,Idade,Nascimento,Jogos,Inícios,Minutos,90s,Gols,Assist,G+A,Gnormal,PC,PB,CartaoA,CartaoV,xG,xGnormal,xG+A,xGnormal+xG+A,PrgCarregadas,PrgPasses,PrgPassesPrgRecebidos,Gols90,Assis.90,G+A90,G-PB90,G+A-PB90,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,PassesTotaisConcluidos,PassesTotaisTentados,%ConclusãoDePasses,DistTotalPasses,DistTotalProgressivos,PassesConcluidosCurto,PassesTentadosCurto,%PassesConclusaoCurto,PassesConcluidosMedio,PassesTentadosMedio,%PassesConclusaoMedio,PassesConcluidosLongo,PassesTentadosLongo,%PassesConclusaoLongo,TotalChutes,ChutesAGol,%ChutesNoGol,TotalChutes/90,TotalAcertos/90,Gols/Chutes,Gols/ChuteaGol,DistanciaChute,CobrancaFalta,BotesDefensivos,AssumiuPosse,Confrontos_1ter,Confrontos_2ter,Confrontos_3ter,Desarme,%DesarmesCertos,DesarmeErrado,ChutesBloqueados,PassesBloqueados,Cortes,Interceptacoes,Def,Erros
1,Nicolás Acevedo,URU,Meio-Campista,Bahia,23.0,1999.0,31.0,21.0,1970.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.9,0.9,1.2,2.1,29.0,112.0,36.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.1,0.04,0.1,1029.0,1237.0,83.2,17288.0,5431.0,492.0,543.0,90.6,424.0,499.0,85.0,82.0,118.0,69.5,23.0,4.0,17.4,1.05,0.18,0.0,0.0,25.3,0.0,73.0,46.0,24.0,43.0,6.0,40.0,47.1,45.0,1.0,30.0,26.0,99.0,22.0,1.0
2,Luiz Adriano,BRA,Atacante,Internacional,35.0,1987.0,29.0,17.0,1330.0,14.8,3.0,1.0,4.0,3.0,0.0,0.0,1.0,1.0,2.6,2.6,1.3,3.9,3.0,23.0,49.0,0.2,0.07,0.27,0.2,0.27,0.18,0.09,0.27,0.18,0.27,208.0,253.0,82.2,2628.0,429.0,128.0,147.0,87.1,58.0,66.0,87.9,6.0,8.0,75.0,24.0,11.0,45.8,1.62,0.74,0.13,0.27,14.4,0.0,12.0,7.0,0.0,6.0,6.0,2.0,28.6,5.0,2.0,7.0,9.0,21.0,18.0,0.0
3,Adriel,BRA,Goleiro,Grêmio,22.0,2001.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,63.0,44.4,1101.0,947.0,3.0,3.0,100.0,10.0,10.0,100.0,15.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Adryelson,BRA,Defensor,Botafogo (RJ),24.0,1998.0,35.0,35.0,2996.0,33.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,1.1,1.1,0.3,1.4,2.0,56.0,3.0,0.03,0.03,0.06,0.03,0.06,0.03,0.01,0.04,0.03,0.04,1303.0,1523.0,85.6,25681.0,9401.0,416.0,468.0,88.9,728.0,819.0,88.9,148.0,211.0,70.1,12.0,5.0,41.7,0.36,0.15,0.08,0.2,9.9,0.0,34.0,20.0,23.0,10.0,1.0,17.0,65.4,9.0,30.0,13.0,61.0,95.0,202.0,2.0
5,Adson,BRA,Atacante,Corinthians,22.0,2000.0,15.0,9.0,857.0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.4,49.0,53.0,68.0,0.0,0.11,0.11,0.0,0.11,0.04,0.11,0.15,0.04,0.15,315.0,389.0,81.0,4735.0,1211.0,185.0,209.0,88.5,94.0,123.0,76.4,21.0,32.0,65.6,10.0,3.0,30.0,1.05,0.32,0.0,0.0,24.1,0.0,33.0,26.0,22.0,8.0,3.0,12.0,57.1,9.0,2.0,14.0,8.0,41.0,1.0,0.0
6,Adyson,BRA,Atacante,América (MG),17.0,2005.0,8.0,1.0,245.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.6,17.0,17.0,42.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.21,0.07,0.21,97.0,140.0,69.3,1609.0,650.0,48.0,56.0,85.7,37.0,51.0,72.5,8.0,20.0,40.0,4.0,1.0,25.0,1.47,0.37,0.0,0.0,17.9,0.0,8.0,5.0,3.0,3.0,2.0,3.0,50.0,3.0,0.0,1.0,5.0,13.0,0.0,0.0
7,Washington Aguerre,URU,Goleiro,América (MG),29.0,1993.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,41.0,75.6,816.0,564.0,7.0,7.0,100.0,12.0,12.0,100.0,11.0,21.0,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
8,Carlos Alberto,BRA,Atacante,Botafogo (RJ),20.0,2002.0,15.0,1.0,296.0,3.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1,1.1,0.2,1.4,10.0,9.0,29.0,0.61,0.0,0.61,0.61,0.61,0.35,0.07,0.42,0.35,0.42,63.0,75.0,84.0,947.0,216.0,33.0,36.0,91.7,24.0,29.0,82.8,4.0,5.0,80.0,7.0,3.0,42.9,2.13,0.91,0.29,0.67,12.5,0.0,3.0,0.0,1.0,1.0,1.0,2.0,40.0,3.0,2.0,3.0,1.0,4.0,4.0,0.0
9,Yuri Alberto,BRA,Atacante,Corinthians,21.0,2001.0,34.0,32.0,2722.0,30.2,8.0,3.0,11.0,8.0,0.0,0.0,6.0,0.0,10.0,10.0,2.7,12.7,41.0,28.0,204.0,0.26,0.1,0.36,0.26,0.36,0.33,0.09,0.42,0.33,0.42,417.0,581.0,71.8,5451.0,801.0,260.0,327.0,79.5,119.0,158.0,75.3,12.0,21.0,57.1,86.0,28.0,32.6,2.84,0.93,0.09,0.29,14.6,0.0,23.0,14.0,6.0,8.0,9.0,9.0,40.9,13.0,2.0,21.0,3.0,26.0,17.0,0.0
10,Ale,BRA,Meio-Campista,América (MG),32.0,1990.0,27.0,14.0,1424.0,15.8,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,1.8,1.8,1.4,3.2,29.0,110.0,37.0,0.06,0.0,0.06,0.06,0.06,0.12,0.09,0.2,0.12,0.2,770.0,878.0,87.7,12931.0,4158.0,361.0,405.0,89.1,326.0,356.0,91.6,61.0,70.0,87.1,13.0,1.0,7.7,0.82,0.06,0.08,1.0,14.2,0.0,38.0,16.0,17.0,19.0,2.0,12.0,32.4,25.0,5.0,16.0,28.0,66.0,24.0,0.0
11,Alexandre Alemão,BRA,Atacante,Internacional,24.0,1998.0,9.0,3.0,340.0,3.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.1,1.4,7.0,7.0,37.0,0.26,0.0,0.26,0.26,0.26,0.33,0.04,0.36,0.33,0.36,56.0,73.0,76.7,770.0,173.0,34.0,43.0,79.1,13.0,18.0,72.2,5.0,5.0,100.0,14.0,3.0,21.4,3.71,0.79,0.07,0.33,14.6,0.0,5.0,5.0,1.0,3.0,1.0,1.0,20.0,4.0,1.0,4.0,1.0,6.0,2.0,0.0
12,Alerrandro,BRA,Atacante,Bragantino,23.0,2000.0,14.0,2.0,405.0,4.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.1,3.1,0.2,3.2,3.0,9.0,20.0,0.22,0.0,0.22,0.22,0.22,0.68,0.03,0.71,0.68,0.71,55.0,70.0,78.6,779.0,133.0,32.0,39.0,82.1,16.0,17.0,94.1,4.0,6.0,66.7,13.0,3.0,23.1,2.89,0.67,0.08,0.33,14.3,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,6.0,0.0
13,Alesson,BRA,Atacante,Goiás,23.0,1999.0,23.0,3.0,655.0,7.3,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,0.5,1.7,23.0,9.0,68.0,0.27,0.14,0.41,0.27,0.41,0.16,0.07,0.23,0.16,0.23,130.0,214.0,60.7,1963.0,447.0,81.0,110.0,73.6,41.0,64.0,64.1,8.0,14.0,57.1,16.0,3.0,18.8,2.2,0.41,0.13,0.67,16.3,0.0,17.0,10.0,12.0,3.0,2.0,12.0,44.4,15.0,1.0,4.0,1.0,18.0,7.0,0.0
14,Alex,BRA,Defensor,Santos,23.0,1999.0,6.0,5.0,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.6,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.11,0.03,0.11,221.0,244.0,90.6,4297.0,1223.0,56.0,62.0,90.3,151.0,157.0,96.2,13.0,21.0,61.9,4.0,2.0,50.0,0.79,0.4,0.0,0.0,11.4,0.0,9.0,7.0,8.0,0.0,1.0,2.0,50.0,2.0,2.0,1.0,7.0,16.0,10.0,0.0
15,Caio Alexandre,BRA,Meio-Campista,Fortaleza,23.0,1999.0,34.0,32.0,2624.0,29.2,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,2.8,4.8,91.0,208.0,37.0,0.07,0.07,0.14,0.07,0.14,0.07,0.1,0.17,0.07,0.17,1574.0,1804.0,87.3,28901.0,7697.0,634.0,687.0,92.3,743.0,803.0,92.5,165.0,237.0,69.6,19.0,5.0,26.3,0.65,0.17,0.11,0.4,21.9,0.0,76.0,42.0,31.0,39.0,6.0,43.0,42.2,59.0,7.0,44.0,24.0,100.0,22.0,0.0
16,Matheus Alexandre,BRA,Defensor,Cuiabá,23.0,1999.0,35.0,33.0,2980.0,33.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.8,0.8,1.2,1.9,41.0,109.0,97.0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.06,0.02,0.06,1213.0,1543.0,78.6,19647.0,8073.0,585.0,649.0,90.1,530.0,674.0,78.6,77.0,137.0,56.2,8.0,2.0,25.0,0.24,0.06,0.13,0.5,18.9,0.0,86.0,58.0,56.0,25.0,5.0,55.0,53.9,47.0,5.0,32.0,42.0,128.0,74.0,1.0
17,Alexsander,BRA,Meio-Campista,Fluminense,19.0,2003.0,19.0,13.0,1194.0,13.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.4,1.7,38.0,53.0,53.0,0.0,0.08,0.08,0.0,0.08,0.02,0.11,0.13,0.02,0.13,613.0,734.0,83.5,8456.0,2185.0,378.0,418.0,90.4,187.0,219.0,85.4,19.0,33.0,57.6,9.0,2.0,22.2,0.68,0.15,0.0,0.0,21.0,0.0,34.0,19.0,15.0,15.0,4.0,16.0,47.1,18.0,3.0,17.0,10.0,44.0,12.0,0.0
18,Alison,BRA,Meio-Campista,Santos,29.0,1993.0,5.0,2.0,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,63.0,81.0,670.0,180.0,31.0,36.0,86.1,12.0,15.0,80.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,25.0,3.0,2.0,3.0,3.0,6.0,5.0,0.0
19,Alisson,BRA,Meio-Campista,Atlético Mineiro,17.0,2005.0,5.0,0.0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.03,0.33,0.35,0.03,0.35,21.0,31.0,67.7,388.0,105.0,9.0,13.0,69.2,8.0,10.0,80.0,3.0,4.0,75.0,1.0,0.0,0.0,1.84,0.0,0.0,0.0,33.9,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
20,Alisson,BRA,Atacante,São Paulo,29.0,1993.0,35.0,26.0,2153.0,23.9,0.0,5.0,5.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,2.7,3.8,40.0,144.0,105.0,0.0,0.21,0.21,0.0,0.21,0.05,0.11,0.16,0.05,0.16,1115.0,1319.0,84.5,18459.0,4363.0,546.0,603.0,90.5,454.0,509.0,89.2,86.0,135.0,63.7,24.0,4.0,16.7,1.0,0.17,0.0,0.0,21.6,1.0,47.0,32.0,15.0,26.0,6.0,25.0,38.5,40.0,11.0,20.0,27.0,74.0,34.0,1.0
21,Allan,BRA,Meio-Campista,Flamengo,25.0,1997.0,9.0,4.0,482.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,10.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,367.0,425.0,86.4,6119.0,1699.0,179.0,197.0,90.9,147.0,167.0,88.0,31.0,44.0,70.5,6.0,2.0,33.3,1.12,0.37,0.0,0.0,29.2,0.0,10.0,5.0,4.0,5.0,1.0,3.0,18.8,13.0,1.0,4.0,9.0,19.0,4.0,0.0
22,Allano,BRA,Atacante,Goiás,27.0,1995.0,19.0,15.0,1237.0,13.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,2.1,2.1,0.8,2.9,39.0,55.0,90.0,0.07,0.0,0.07,0.07,0.07,0.15,0.06,0.21,0.15,0.21,307.0,421.0,72.9,4740.0,1557.0,156.0,183.0,85.2,119.0,152.0,78.3,20.0,39.0,51.3,30.0,12.0,40.0,2.18,0.87,0.03,0.08,18.9,0.0,38.0,20.0,25.0,10.0,3.0,26.0,53.1,23.0,1.0,16.0,12.0,50.0,14.0,0.0
23,Henrique Almeida,BRA,Atacante,América (MG),31.0,1991.0,4.0,2.0,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.22,0.2,0.42,0.22,0.42,24.0,29.0,82.8,305.0,49.0,15.0,17.0,88.2,4.0,5.0,80.0,2.0,2.0,100.0,6.0,2.0,33.3,3.46,1.15,0.0,0.0,20.3,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
24,Rodrigo Alves,BRA,Meio-Campista,Vasco da Gama,20.0,2002.0,8.0,4.0,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,83.0,107.0,77.6,1610.0,411.0,27.0,38.0,71.1,47.0,53.0,88.7,8.0,11.0,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,7.0,4.0,0.0,6.0,42.9,8.0,0.0,1.0,3.0,14.0,5.0,1.0
25,Anderson,BRA,Goleiro,Cruzeiro,24.0,1998.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,77.8,377.0,269.0,4.0,4.0,100.0,7.0,8.0,87.5,3.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Anderson,BRA,Atacante,Goiás,24.0,1998.0,20.0,18.0,1291.0,14.3,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.3,2.0,44.0,39.0,106.0,0.0,0.14,0.14,0.0,0.14,0.05,0.09,0.14,0.05,0.14,360.0,484.0,74.4,5167.0,1207.0,207.0,240.0,86.3,120.0,149.0,80.5,16.0,38.0,42.1,17.0,2.0,11.8,1.19,0.14,0.0,0.0,21.7,0.0,24.0,16.0,11.0,10.0,3.0,15.0,57.7,11.0,0.0,8.0,3.0,27.0,5.0,0.0
27,André,BRA,Defensor,Bahia,19.0,2003.0,3.0,1.0,125.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,63.0,79.0,79.7,998.0,257.0,37.0,43.0,86.0,18.0,23.0,78.3,6.0,9.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,100.0,0.0,1.0,3.0,1.0,3.0,3.0,1.0
28,André,BRA,Meio-Campista,Fluminense,21.0,2001.0,31.0,29.0,2649.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.4,0.4,0.6,0.9,58.0,184.0,14.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,2355.0,2491.0,94.5,39502.0,11187.0,1150.0,1192.0,96.5,997.0,1026.0,97.2,166.0,206.0,80.6,12.0,3.0,25.0,0.41,0.1,0.0,0.0,28.5,0.0,57.0,37.0,28.0,26.0,3.0,27.0,54.0,23.0,14.0,13.0,31.0,88.0,36.0,2.0
29,Maurício Antônio,BRA,Defensor,Coritiba,30.0,1992.0,3.0,1.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,77.0,95.0,81.1,1671.0,651.0,24.0,28.0,85.7,35.0,38.0,92.1,16.0,25.0,64.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,5.0,18.0,0.0
30,Apodi,BRA,Atacante,Goiás,36.0,1986.0,13.0,2.0,382.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.8,0.8,0.2,1.1,6.0,4.0,16.0,0.24,0.0,0.24,0.24,0.24,0.2,0.06,0.25,0.2,0.25,35.0,58.0,60.3,449.0,154.0,26.0,31.0,83.9,9.0,22.0,40.9,0.0,1.0,0.0,8.0,5.0,62.5,1.88,1.18,0.13,0.2,18.5,0.0,5.0,4.0,3.0,1.0,1.0,3.0,75.0,1.0,1.0,1.0,2.0,7.0,8.0,0.0
31,Guilherme Arana,BRA,Defensor,Atlético Mineiro,25.0,1997.0,28.0,27.0,2385.0,26.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.1,2.1,56.0,133.0,122.0,0.08,0.0,0.08,0.08,0.08,0.04,0.04,0.08,0.04,0.08,1361.0,1706.0,79.8,21177.0,8117.0,782.0,853.0,91.7,473.0,576.0,82.1,82.0,173.0,47.4,28.0,7.0,25.0,1.06,0.26,0.07,0.29,23.9,0.0,42.0,29.0,25.0,16.0,1.0,15.0,60.0,10.0,10.0,21.0,32.0,74.0,56.0,0.0
32,Charles Aránguiz,CHI,Meio-Campista,Internacional,33.0,1989.0,22.0,16.0,1267.0,14.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.3,2.2,6.0,89.0,28.0,0.0,0.07,0.07,0.0,0.07,0.07,0.09,0.16,0.07,0.16,823.0,953.0,86.4,12697.0,3495.0,440.0,497.0,88.5,321.0,353.0,90.9,37.0,49.0,75.5,15.0,1.0,6.7,1.07,0.07,0.0,0.0,21.4,1.0,33.0,16.0,13.0,14.0,6.0,18.0,46.2,21.0,2.0,10.0,10.0,43.0,10.0,0.0
33,Luiz Araújo,BRA,Atacante,Flamengo,26.0,1996.0,20.0,10.0,785.0,8.7,3.0,1.0,4.0,3.0,0.0,0.0,2.0,1.0,1.6,1.6,0.7,2.2,29.0,44.0,112.0,0.34,0.11,0.46,0.34,0.46,0.18,0.08,0.26,0.18,0.26,291.0,388.0,75.0,5210.0,1323.0,139.0,160.0,86.9,108.0,139.0,77.7,36.0,59.0,61.0,24.0,8.0,33.3,2.75,0.92,0.13,0.38,17.0,0.0,19.0,16.0,8.0,6.0,5.0,7.0,36.8,12.0,1.0,12.0,7.0,26.0,10.0,0.0
34,Matheus Araújo,BRA,Atacante,Corinthians,20.0,2002.0,16.0,3.0,584.0,6.5,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,0.8,2.0,18.0,30.0,43.0,0.15,0.31,0.46,0.15,0.46,0.19,0.13,0.32,0.19,0.32,272.0,325.0,83.7,4149.0,845.0,155.0,173.0,89.6,85.0,100.0,85.0,18.0,25.0,72.0,6.0,2.0,33.3,0.92,0.31,0.17,0.5,15.1,0.0,12.0,7.0,3.0,4.0,5.0,4.0,22.2,14.0,3.0,9.0,9.0,21.0,6.0,0.0
35,Michel Araujo,URU,Atacante,São Paulo,26.0,1996.0,32.0,19.0,1768.0,19.6,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,4.8,4.8,2.4,7.2,71.0,91.0,157.0,0.1,0.05,0.15,0.1,0.15,0.24,0.12,0.37,0.24,0.37,805.0,981.0,82.1,11969.0,3182.0,460.0,505.0,91.1,268.0,309.0,86.7,44.0,88.0,50.0,36.0,11.0,30.6,1.83,0.56,0.06,0.18,18.8,1.0,36.0,23.0,15.0,17.0,4.0,20.0,41.7,28.0,2.0,25.0,11.0,47.0,18.0,1.0
36,Robert Arboleda,ECU,Defensor,São Paulo,31.0,1991.0,20.0,19.0,1721.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.9,0.3,1.2,2.0,42.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,1105.0,1241.0,89.0,21240.0,8090.0,362.0,384.0,94.3,637.0,677.0,94.1,96.0,155.0,61.9,15.0,4.0,26.7,0.78,0.21,0.0,0.0,14.7,0.0,32.0,21.0,20.0,11.0,1.0,19.0,82.6,4.0,24.0,3.0,13.0,45.0,71.0,2.0
37,Jhon Arias,COL,Atacante,Fluminense,25.0,1997.0,29.0,26.0,2385.0,26.5,7.0,7.0,14.0,5.0,2.0,2.0,5.0,1.0,5.8,4.2,4.7,8.9,142.0,108.0,300.0,0.26,0.26,0.53,0.19,0.45,0.22,0.18,0.4,0.16,0.34,1233.0,1561.0,79.0,16007.0,4027.0,842.0,917.0,91.8,282.0,351.0,80.3,51.0,149.0,34.2,50.0,23.0,46.0,1.89,0.87,0.1,0.22,19.6,6.0,54.0,31.0,25.0,21.0,8.0,25.0,41.7,35.0,2.0,45.0,9.0,63.0,18.0,1.0
38,Luciano Arriagada,CHI,Atacante,Ath Paranaense,20.0,2002.0,10.0,1.0,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.6,1.5,5.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.42,0.27,0.69,0.42,0.69,39.0,51.0,76.5,479.0,89.0,24.0,29.0,82.8,9.0,12.0,75.0,1.0,1.0,100.0,4.0,1.0,25.0,1.89,0.47,0.0,0.0,15.9,0.0,2.0,1.0,1.0,0.0,1.0,2.0,50.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0
39,Arthur,BRA,Atacante,Cruzeiro,24.0,1998.0,20.0,17.0,1350.0,15.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,3.6,3.6,1.3,4.9,66.0,38.0,112.0,0.2,0.07,0.27,0.2,0.27,0.24,0.09,0.33,0.24,0.33,323.0,431.0,74.9,5014.0,1022.0,181.0,223.0,81.2,107.0,132.0,81.1,25.0,40.0,62.5,33.0,12.0,36.4,2.2,0.8,0.09,0.25,19.5,0.0,9.0,7.0,5.0,4.0,0.0,3.0,33.3,6.0,0.0,17.0,5.0,14.0,3.0,0.0
40,Arthur,BRA,Defensor,América (MG),19.0,2003.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,38.0,55.0,69.1,615.0,284.0,20.0,22.0,90.9,17.0,22.0,77.3,1.0,9.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
41,Arthur,BRA,Atacante,Fluminense,18.0,2004.0,2.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,2.44,0.0,2.44,16.0,19.0,84.2,266.0,104.0,10.0,10.0,100.0,5.0,6.0,83.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
42,Artur,BRA,Atacante,Palmeiras,24.0,1998.0,31.0,22.0,1896.0,21.1,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,5.0,5.0,3.4,8.4,85.0,81.0,218.0,0.24,0.09,0.33,0.24,0.33,0.24,0.16,0.4,0.24,0.4,604.0,820.0,73.7,9910.0,2326.0,301.0,352.0,85.5,241.0,311.0,77.5,47.0,97.0,48.5,47.0,17.0,36.2,2.23,0.81,0.11,0.29,16.8,1.0,19.0,10.0,10.0,6.0,3.0,10.0,27.8,26.0,0.0,22.0,7.0,26.0,14.0,0.0
43,Eduard Atuesta,COL,Meio-Campista,Palmeiras,25.0,1997.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,23.0,16.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Felipe Augusto,BRA,Atacante,Corinthians,18.0,2004.0,15.0,2.0,322.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,4.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,35.0,56.0,62.5,438.0,41.0,24.0,31.0,77.4,7.0,17.0,41.2,1.0,1.0,100.0,7.0,3.0,42.9,1.96,0.84,0.0,0.0,23.3,0.0,5.0,2.0,3.0,2.0,0.0,2.0,20.0,8.0,2.0,8.0,1.0,6.0,2.0,0.0
